Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_AY779553.1	2127.38	-	1e-05
HIV1.cut.id_AY779554.1	718.64	4195.80	1e-05
HIV1.cut.id_AY779555.1	3690.95	1992.03	1e-05
HIV1.cut.id_AY779556.1	1599.64	2985.07	1e-05
HIV1.cut.id_AY779557.1	4566.32	3964.76	1e-05
HIV1.cut.id_AY779558.1	979.62	1572.81	1e-05
HIV1.cut.id_AY779559.1	3223.92	2477.63	1e-05
HIV1.cut.id_AY779560.1	4726.40	1777.59	1e-05
HIV1.cut.id_AY779561.1	2150.07	-	1e-05
HIV1.cut.id_AY779562.1	2227.31	600.60	1e-05
HIV1.cut.id_AY779563.1	1012.97	5492.68	1e-05
HIV1.cut.id_AY779564.1	1401.78	4752.85	1e-05
HIV1.cut.id_AY781125.1	2828.58	6064.90	1e-05
HIV1.cut.id_AY781126.1	1438.76	3499.22	1e-05
HIV1.cut.id_AY781127.1	453.72	2242.64	1e-05
HIV1.cut.id_AY781128.1	218.95	4134.30	1e-05
HIV1.cut.id_AY805330.1	2292.26	3313.84	1e-05
HIV1.cut.id_AY818641.1	-	2511.57	1e-05
HIV1.cut.id_AY818642.1	-	4352.60	1e-05
HIV1.cut.id_AY818643.1	158.73	-	1e-05
HIV1.cut.id_AY818644.1	357.68	1561.60	1e-05
HIV1.cut.id_AY819715.1	224.63	4224.54	1e-05
HIV1.cut.id_AY835748.1	6359.80	-	1e-05
HIV1.cut.id_AY835749.1	1187.16	2192.56	1e-05
HIV1.cut.id_AY835750.1	1705.65	-	1e-05
HIV1.cut.id_AY835751.1	1725.90	2505.22	1e-05
HIV1.cut.id_AY835753.1	446.98	1815.86	1e-05
HIV1.cut.id_AY835754.1	66.60	2866.86	1e-05
HIV1.cut.id_AY835755.1	1675.04	-	1e-05
HIV1.cut.id_AY835756.1	2338.71	4321.46	1e-05
HIV1.cut.id_AY835757.1	2747.12	4591.56	1e-05
HIV1.cut.id_AY835758.1	2963.47	763.36	1e-05
HIV1.cut.id_AY835759.1	3644.90	3456.97	1e-05
HIV1.cut.id_AY835760.1	0.00	4187.82	1e-05
HIV1.cut.id_AY835761.1	0.00	-	1e-05
HIV1.cut.id_AY835762.1	937.26	5906.88	1e-05
HIV1.cut.id_AY835763.1	3239.08	4137.63	1e-05
HIV1.cut.id_AY835764.1	2240.28	1181.88	1e-05
HIV1.cut.id_AY835765.1	228.22	2427.92	1e-05
HIV1.cut.id_AY835766.1	335.57	4570.79	1e-05
HIV1.cut.id_AY835767.1	2083.33	4407.18	1e-05
HIV1.cut.id_AY835769.1	0.00	6490.31	1e-05
HIV1.cut.id_AY835770.1	2115.24	2862.51	1e-05
HIV1.cut.id_AY835771.1	1931.47	3731.34	1e-05
HIV1.cut.id_AY835772.1	279.99	6051.34	1e-05
HIV1.cut.id_AY835773.1	0.00	2448.98	1e-05
HIV1.cut.id_AY835774.1	1587.30	4651.16	1e-05
HIV1.cut.id_AY835775.1	921.38	4641.35	1e-05
HIV1.cut.id_AY835776.1	1564.09	762.67	1e-05
HIV1.cut.id_AY835777.1	0.00	-	1e-05
HIV1.cut.id_AY835778.1	347.74	6608.70	1e-05
HIV1.cut.id_AY835779.1	2297.70	3937.73	1e-05
HIV1.cut.id_AY835780.1	788.64	-	1e-05
HIV1.cut.id_AY835781.1	2645.05	3818.30	1e-05
HIV1.cut.id_AY838565.1	2606.88	5929.62	1e-05
HIV1.cut.id_AY838566.1	1880.47	2997.42	1e-05
HIV1.cut.id_AY838567.1	66.77	-	1e-05
HIV1.cut.id_AY838568.1	707.26	1035.86	1e-05
HIV1.cut.id_AY878054.1	572.44	1926.23	1e-05
HIV1.cut.id_AY878055.1	675.33	454.20	1e-05
HIV1.cut.id_AY878056.1	584.09	18177.34	1e-05
HIV1.cut.id_AY878057.1	73.87	2038.43	1e-05
HIV1.cut.id_AY878058.1	1998.90	1668.58	1e-05
HIV1.cut.id_AY878059.1	4067.32	3555.47	1e-05
HIV1.cut.id_AY878060.1	205.43	3361.34	1e-05
HIV1.cut.id_AY878061.1	477.41	3743.64	1e-05
HIV1.cut.id_AY878062.1	1059.76	2531.94	1e-05
HIV1.cut.id_AY878063.1	163.38	2836.61	1e-05
HIV1.cut.id_AY878064.1	98.55	2319.95	1e-05
HIV1.cut.id_AY878065.1	1792.03	4489.25	1e-05
HIV1.cut.id_AY878066.1	1534.44	2740.45	1e-05
HIV1.cut.id_AY878067.1	1799.33	3406.08	1e-05
HIV1.cut.id_AY878068.1	1959.56	4552.93	1e-05
HIV1.cut.id_AY878070.1	0.00	314.32	1e-05
HIV1.cut.id_AY878071.1	2923.53	1600.53	1e-05
HIV1.cut.id_AY878072.1	3942.77	-	1e-05
HIV1.cut.id_AY882421.1	3324.84	2906.65	1e-05
HIV1.cut.id_AY900571.2	2887.79	2300.41	1e-05
HIV1.cut.id_AY900572.2	8820.57	2904.46	1e-05
HIV1.cut.id_AY900574.2	526.32	5449.23	1e-05
HIV1.cut.id_AY900575.2	1762.11	8412.24	1e-05
HIV1.cut.id_AY900576.2	3264.36	2832.47	1e-05
HIV1.cut.id_AY901965.1	2726.43	2921.56	1e-05
HIV1.cut.id_AY901966.1	538.92	2514.75	1e-05
HIV1.cut.id_AY901967.1	845.59	3720.53	1e-05
HIV1.cut.id_AY901968.1	3755.66	2052.40	1e-05
HIV1.cut.id_AY901969.1	1467.24	1320.57	1e-05
HIV1.cut.id_AY901970.1	573.26	3277.01	1e-05
HIV1.cut.id_AY901971.1	1206.01	2343.02	1e-05
HIV1.cut.id_AY901972.1	783.70	2066.23	1e-05
HIV1.cut.id_AY901973.1	47.12	2486.64	1e-05
HIV1.cut.id_AY901974.1	1526.63	3182.70	1e-05
HIV1.cut.id_AY901975.1	1917.23	4201.16	1e-05
HIV1.cut.id_AY901976.1	307.65	484.41	1e-05
HIV1.cut.id_AY901977.1	479.45	2524.54	1e-05
HIV1.cut.id_AY901978.1	305.22	-	1e-05
HIV1.cut.id_AY901979.1	599.74	3299.34	1e-05
HIV1.cut.id_AY901980.1	0.00	3102.31	1e-05
HIV1.cut.id_AY901981.1	69.57	4628.13	1e-05
HIV1.cut.id_AY945709.1	262.25	5102.46	1e-05
HIV1.cut.id_AY968312.1	1391.65	0.00	1e-05
HIV1.cut.id_AY970946.1	420.95	3985.06	1e-05
HIV1.cut.id_AY970947.1	46.23	-	1e-05
HIV1.cut.id_AY970948.1	1603.34	1614.43	1e-05
HIV1.cut.id_AY970949.1	288.34	544.27	1e-05
HIV1.cut.id_AY970950.1	999.85	2565.91	1e-05
HIV1.cut.id_D10112.1	104.93	2372.75	1e-05
HIV1.cut.id_D86068.1	975.61	901.31	1e-05
HIV1.cut.id_D86069.1	1521.30	1829.27	1e-05
HIV1.cut.id_DD409979.1	2583.24	2204.55	1e-05
HIV1.cut.id_DQ007901.1	916.38	3622.05	1e-05
HIV1.cut.id_DQ007902.1	580.27	1900.45	1e-05
HIV1.cut.id_DQ007903.1	1063.05	1492.54	1e-05
HIV1.cut.id_DQ011165.1	69.57	3727.47	1e-05
HIV1.cut.id_DQ011166.1	0.00	2525.48	1e-05
HIV1.cut.id_DQ011167.1	0.00	2966.10	1e-05
HIV1.cut.id_DQ011168.1	845.36	-	1e-05
HIV1.cut.id_DQ011169.1	46.61	4552.02	1e-05
HIV1.cut.id_DQ011170.1	272.38	5119.24	1e-05
HIV1.cut.id_DQ011171.1	22.14	2941.18	1e-05
HIV1.cut.id_DQ011172.1	3305.79	1305.48	1e-05
HIV1.cut.id_DQ011173.1	1648.73	2068.25	1e-05
HIV1.cut.id_DQ011174.1	182.48	2567.76	1e-05
HIV1.cut.id_DQ011175.1	681.54	2775.75	1e-05
HIV1.cut.id_DQ011176.1	1519.46	8835.34	1e-05
HIV1.cut.id_DQ011177.1	464.71	2822.15	1e-05
HIV1.cut.id_DQ011178.1	1513.32	2078.63	1e-05
HIV1.cut.id_DQ011179.1	0.00	4665.04	1e-05
HIV1.cut.id_DQ011180.1	68.78	2729.04	1e-05
HIV1.cut.id_DQ017382.1	907.39	2110.58	1e-05
HIV1.cut.id_DQ017383.1	8761.70	1310.89	1e-05
HIV1.cut.id_DQ020274.2	2852.64	3348.29	1e-05
HIV1.cut.id_DQ054367.2	3039.38	2685.90	1e-05
HIV1.cut.id_DQ056404.1	1393.01	2322.68	1e-05
HIV1.cut.id_DQ056405.1	430.13	1634.16	1e-05
HIV1.cut.id_DQ056406.1	861.70	3682.01	1e-05
HIV1.cut.id_DQ056407.1	0.00	4334.10	1e-05
HIV1.cut.id_DQ056408.1	3104.24	2773.86	1e-05
HIV1.cut.id_DQ056409.1	113.64	8278.15	1e-05
HIV1.cut.id_DQ056410.1	189.12	5543.91	1e-05
HIV1.cut.id_DQ056411.1	2081.03	3882.83	1e-05
HIV1.cut.id_DQ056412.1	30.35	559.55	1e-05
HIV1.cut.id_DQ056413.1	0.00	2615.54	1e-05
HIV1.cut.id_DQ056414.1	1417.73	3230.44	1e-05
HIV1.cut.id_DQ056415.1	1507.48	4187.26	1e-05
HIV1.cut.id_DQ056416.1	583.45	-	1e-05
HIV1.cut.id_DQ056417.1	48.21	2101.72	1e-05
HIV1.cut.id_DQ056418.1	1568.23	2082.47	1e-05
HIV1.cut.id_DQ083238.1	526.38	365.07	1e-05
HIV1.cut.id_DQ085867.1	3266.73	2134.15	1e-05
HIV1.cut.id_DQ085869.1	1725.63	2850.63	1e-05
HIV1.cut.id_DQ085870.1	1354.60	2755.14	1e-05
HIV1.cut.id_DQ085871.1	1210.94	4059.18	1e-05
HIV1.cut.id_DQ085872.1	101.10	4498.20	1e-05
HIV1.cut.id_DQ085873.1	1620.53	4606.69	1e-05
HIV1.cut.id_DQ085874.1	830.65	3728.17	1e-05
HIV1.cut.id_DQ085875.1	23.96	2171.07	1e-05
HIV1.cut.id_DQ085876.1	434.35	910.60	1e-05
HIV1.cut.id_DQ093585.1	3480.65	6323.19	1e-05
HIV1.cut.id_DQ093586.1	603.22	3096.35	1e-05
HIV1.cut.id_DQ093587.1	237.78	2616.89	1e-05
HIV1.cut.id_DQ093588.1	714.99	2728.23	1e-05
HIV1.cut.id_DQ093589.1	199.18	4354.90	1e-05
HIV1.cut.id_DQ093590.1	847.46	4309.50	1e-05
HIV1.cut.id_DQ093591.1	0.00	1450.80	1e-05
HIV1.cut.id_DQ093592.1	1070.66	2986.40	1e-05
HIV1.cut.id_DQ093593.1	1689.66	2342.92	1e-05
HIV1.cut.id_DQ093594.1	1034.94	4804.80	1e-05
HIV1.cut.id_DQ093595.1	11.21	925.55	1e-05
HIV1.cut.id_DQ093596.1	3369.20	3141.36	1e-05
HIV1.cut.id_DQ093597.1	1670.17	4815.71	1e-05
HIV1.cut.id_DQ093598.1	155.76	4351.61	1e-05
HIV1.cut.id_DQ093599.1	0.00	3474.90	1e-05
HIV1.cut.id_DQ093600.1	446.29	988.88	1e-05
HIV1.cut.id_DQ093601.1	526.10	2002.86	1e-05
HIV1.cut.id_DQ093602.1	539.71	0.00	1e-05
HIV1.cut.id_DQ093603.1	1082.86	2439.65	1e-05
HIV1.cut.id_DQ093604.1	1056.30	3066.04	1e-05
HIV1.cut.id_DQ093605.1	0.00	2315.79	1e-05
HIV1.cut.id_DQ093606.1	631.98	3843.10	1e-05
HIV1.cut.id_DQ093607.1	2784.50	4128.14	1e-05
HIV1.cut.id_DQ164104.1	0.00	4848.71	1e-05
HIV1.cut.id_DQ164105.1	582.92	2468.33	1e-05
HIV1.cut.id_DQ164106.1	575.19	4198.47	1e-05
HIV1.cut.id_DQ164107.1	3463.26	566.57	1e-05
HIV1.cut.id_DQ164108.1	1766.69	2964.21	1e-05
HIV1.cut.id_DQ164109.1	120.45	4830.63	1e-05
HIV1.cut.id_DQ164110.1	2928.87	1239.28	1e-05
HIV1.cut.id_DQ164111.1	1645.81	3767.82	1e-05
HIV1.cut.id_DQ164112.1	133.73	3134.89	1e-05
HIV1.cut.id_DQ164113.1	807.00	3734.02	1e-05
HIV1.cut.id_DQ164114.1	371.66	2521.49	1e-05
HIV1.cut.id_DQ164115.1	1139.19	2656.20	1e-05
HIV1.cut.id_DQ164116.1	752.63	1273.34	1e-05
HIV1.cut.id_DQ164117.1	1363.93	1974.56	1e-05
HIV1.cut.id_DQ164118.1	0.00	4548.64	1e-05
HIV1.cut.id_DQ164119.1	702.21	2350.81	1e-05
HIV1.cut.id_DQ164120.1	995.43	1025.64	1e-05
HIV1.cut.id_DQ164121.1	320.90	6925.21	1e-05
HIV1.cut.id_DQ164122.1	591.87	4303.80	1e-05
HIV1.cut.id_DQ164123.1	246.94	7801.75	1e-05
HIV1.cut.id_DQ164124.1	2756.25	234.15	1e-05
HIV1.cut.id_DQ164125.1	0.00	5199.85	1e-05
HIV1.cut.id_DQ164126.1	344.68	1485.01	1e-05
HIV1.cut.id_DQ164127.1	959.26	-	1e-05
HIV1.cut.id_DQ164128.1	0.00	2779.57	1e-05
HIV1.cut.id_DQ164129.1	0.00	9661.72	1e-05
HIV1.cut.id_DQ207942.1	0.00	1588.70	1e-05
HIV1.cut.id_DQ207943.1	1273.69	2944.71	1e-05
HIV1.cut.id_DQ230841.1	1947.56	2119.03	1e-05
HIV1.cut.id_DQ234790.1	941.65	1986.49	1e-05
HIV1.cut.id_DQ295192.1	228.71	-	1e-05
HIV1.cut.id_DQ295193.1	1909.45	4040.40	1e-05
HIV1.cut.id_DQ295194.1	614.22	3491.90	1e-05
HIV1.cut.id_DQ295195.2	7009.98	3158.15	1e-05
HIV1.cut.id_DQ295196.3	0.00	5707.76	1e-05
HIV1.cut.id_DQ314731.1	1468.32	4761.90	1e-05
HIV1.cut.id_DQ314732.1	3299.71	2201.26	1e-05
HIV1.cut.id_DQ322239.1	0.00	1660.33	1e-05
HIV1.cut.id_DQ351216.1	572.61	1362.68	1e-05
HIV1.cut.id_DQ351217.1	562.11	4056.70	1e-05
HIV1.cut.id_DQ351218.1	472.28	6041.67	1e-05
HIV1.cut.id_DQ351219.1	2811.47	4924.24	1e-05
HIV1.cut.id_DQ351220.1	37.76	5559.47	1e-05
HIV1.cut.id_DQ351221.1	4609.77	0.00	1e-05
HIV1.cut.id_DQ351222.1	409.56	0.00	1e-05
HIV1.cut.id_DQ351223.1	799.59	1050.53	1e-05
HIV1.cut.id_DQ351224.1	1977.15	3029.29	1e-05
HIV1.cut.id_DQ351225.1	151.95	2812.19	1e-05
HIV1.cut.id_DQ351226.1	905.90	5167.60	1e-05
HIV1.cut.id_DQ351227.1	1423.98	1881.72	1e-05
HIV1.cut.id_DQ351228.1	14.49	2231.04	1e-05
HIV1.cut.id_DQ351229.1	0.00	1969.50	1e-05
HIV1.cut.id_DQ351230.1	2656.13	1633.84	1e-05
HIV1.cut.id_DQ351231.1	3412.10	8767.58	1e-05
HIV1.cut.id_DQ351232.1	238.07	3269.45	1e-05
HIV1.cut.id_DQ351233.1	0.00	2580.65	1e-05
HIV1.cut.id_DQ351234.1	2766.40	2419.98	1e-05
HIV1.cut.id_DQ351235.1	0.00	4823.75	1e-05
HIV1.cut.id_DQ351236.1	0.00	3164.56	1e-05
HIV1.cut.id_DQ351237.1	796.37	3400.55	1e-05
HIV1.cut.id_DQ351238.1	0.00	767.75	1e-05
HIV1.cut.id_DQ354116.1	3272.01	1607.45	1e-05
HIV1.cut.id_DQ354118.1	1110.64	3119.03	1e-05
HIV1.cut.id_DQ354123.1	359.62	5854.96	1e-05
HIV1.cut.id_DQ358799.1	1498.71	6200.11	1e-05
HIV1.cut.id_DQ358800.1	1573.49	3787.63	1e-05
HIV1.cut.id_DQ358801.1	2168.02	3390.60	1e-05
HIV1.cut.id_DQ358802.1	6104.19	4028.56	1e-05
HIV1.cut.id_DQ358803.1	2174.64	1580.35	1e-05
HIV1.cut.id_DQ358804.1	2198.80	3707.07	1e-05
HIV1.cut.id_DQ358805.1	0.00	3030.30	1e-05
HIV1.cut.id_DQ358806.1	0.00	4236.54	1e-05
HIV1.cut.id_DQ358807.1	394.09	4309.56	1e-05
HIV1.cut.id_DQ358808.1	1453.03	2618.82	1e-05
HIV1.cut.id_DQ358809.1	1879.29	2855.20	1e-05
HIV1.cut.id_DQ358810.1	840.63	3549.00	1e-05
HIV1.cut.id_DQ358811.1	1124.58	1185.77	1e-05
HIV1.cut.id_DQ358812.1	1000.99	972.52	1e-05
HIV1.cut.id_DQ366659.1	2190.83	876.42	1e-05
HIV1.cut.id_DQ366660.1	2197.95	2851.89	1e-05
HIV1.cut.id_DQ366661.1	1284.89	3075.23	1e-05
HIV1.cut.id_DQ366662.1	368.85	2226.52	1e-05
HIV1.cut.id_DQ366663.1	2792.55	4347.83	1e-05
HIV1.cut.id_DQ366664.1	277.78	-	1e-05
HIV1.cut.id_DQ366665.1	463.35	3695.81	1e-05
HIV1.cut.id_DQ366666.1	90.77	1898.73	1e-05
HIV1.cut.id_DQ369976.1	691.55	271.00	1e-05
HIV1.cut.id_DQ369977.1	555.56	4237.29	1e-05
HIV1.cut.id_DQ369978.1	1627.29	1488.22	1e-05
HIV1.cut.id_DQ369979.1	698.76	3480.64	1e-05
HIV1.cut.id_DQ369980.1	816.15	2200.27	1e-05
HIV1.cut.id_DQ369981.1	1078.17	3881.86	1e-05
HIV1.cut.id_DQ369982.1	2969.97	1646.49	1e-05
HIV1.cut.id_DQ369983.1	67.54	4986.57	1e-05
HIV1.cut.id_DQ369984.1	11.58	2511.42	1e-05
HIV1.cut.id_DQ369985.1	2854.63	3451.18	1e-05
HIV1.cut.id_DQ369986.1	375.23	4804.27	1e-05
HIV1.cut.id_DQ369987.1	746.90	4884.23	1e-05
HIV1.cut.id_DQ369988.1	325.60	2626.73	1e-05
HIV1.cut.id_DQ369989.1	0.00	3104.21	1e-05
HIV1.cut.id_DQ369990.1	439.72	5811.35	1e-05
HIV1.cut.id_DQ369991.1	1326.26	5597.12	1e-05
HIV1.cut.id_DQ369992.1	644.81	2781.84	1e-05
HIV1.cut.id_DQ369993.1	175.03	5408.39	1e-05
HIV1.cut.id_DQ369994.1	1893.50	2937.42	1e-05
HIV1.cut.id_DQ369995.1	350.34	2552.93	1e-05
HIV1.cut.id_DQ369996.1	583.31	1108.37	1e-05
HIV1.cut.id_DQ369997.1	294.23	2270.23	1e-05
HIV1.cut.id_DQ369998.1	510.15	2328.36	1e-05
HIV1.cut.id_DQ383746.1	0.00	338.49	1e-05
HIV1.cut.id_DQ383750.1	616.86	6348.61	1e-05
HIV1.cut.id_DQ396364.1	1110.21	4897.96	1e-05
HIV1.cut.id_DQ396365.1	595.90	3760.51	1e-05
HIV1.cut.id_DQ396366.1	896.12	7352.94	1e-05
HIV1.cut.id_DQ396367.1	770.94	1944.05	1e-05
HIV1.cut.id_DQ396368.1	0.00	3716.22	1e-05
HIV1.cut.id_DQ396369.1	926.74	4161.71	1e-05
HIV1.cut.id_DQ396370.1	1893.94	1478.60	1e-05
HIV1.cut.id_DQ396371.1	445.00	2739.73	1e-05
HIV1.cut.id_DQ396372.1	80.08	3326.85	1e-05
HIV1.cut.id_DQ396373.1	320.25	2577.66	1e-05
HIV1.cut.id_DQ396374.1	383.59	3931.62	1e-05
HIV1.cut.id_DQ396375.1	1504.67	4332.55	1e-05
HIV1.cut.id_DQ396376.1	192.04	2670.54	1e-05
HIV1.cut.id_DQ396377.1	460.46	1508.92	1e-05
HIV1.cut.id_DQ396378.1	640.39	-	1e-05
HIV1.cut.id_DQ396380.1	313.93	2873.06	1e-05
HIV1.cut.id_DQ396381.1	2957.59	3293.08	1e-05
HIV1.cut.id_DQ396382.1	755.56	3396.11	1e-05
HIV1.cut.id_DQ396383.1	2842.51	1275.76	1e-05
HIV1.cut.id_DQ396384.1	1119.53	2861.95	1e-05
HIV1.cut.id_DQ396385.1	483.45	4175.22	1e-05
HIV1.cut.id_DQ396386.1	0.00	4347.83	1e-05
HIV1.cut.id_DQ396387.1	1893.02	2323.94	1e-05
HIV1.cut.id_DQ396388.1	102.38	3653.85	1e-05
HIV1.cut.id_DQ396389.1	1832.84	1964.41	1e-05
HIV1.cut.id_DQ396390.1	576.88	2486.87	1e-05
HIV1.cut.id_DQ396391.1	1282.76	4692.18	1e-05
HIV1.cut.id_DQ396392.1	560.48	2750.19	1e-05
HIV1.cut.id_DQ396393.1	3547.67	2524.87	1e-05
HIV1.cut.id_DQ396394.1	0.00	2477.37	1e-05
HIV1.cut.id_DQ396395.1	49.32	312.78	1e-05
HIV1.cut.id_DQ396396.1	924.80	4368.55	1e-05
HIV1.cut.id_DQ396397.1	967.59	4107.14	1e-05
HIV1.cut.id_DQ396398.1	284.64	1289.08	1e-05
HIV1.cut.id_DQ396399.1	472.48	3467.28	1e-05
HIV1.cut.id_DQ396400.1	450.10	1373.78	1e-05
HIV1.cut.id_DQ400856.1	1091.15	2015.41	1e-05
HIV1.cut.id_DQ445631.1	2201.42	6098.19	1e-05
HIV1.cut.id_DQ445632.1	0.00	1825.29	1e-05
HIV1.cut.id_DQ445633.1	42.61	922.07	1e-05
HIV1.cut.id_DQ445634.1	1911.57	2456.78	1e-05
HIV1.cut.id_DQ445635.1	1390.06	2758.86	1e-05
HIV1.cut.id_DQ445636.1	700.44	4081.63	1e-05
HIV1.cut.id_DQ445637.1	67.24	2845.53	1e-05
HIV1.cut.id_DQ487188.1	695.03	12225.71	1e-05
HIV1.cut.id_DQ487189.1	510.62	3796.56	1e-05
HIV1.cut.id_DQ487190.1	48.75	2255.64	1e-05
HIV1.cut.id_DQ487191.1	300.30	2675.79	1e-05
HIV1.cut.id_DQ676870.1	0.00	-	1e-05
HIV1.cut.id_DQ676871.1	1914.19	-	1e-05
HIV1.cut.id_DQ676872.1	1171.18	7007.05	1e-05
HIV1.cut.id_DQ676873.1	0.00	2842.64	1e-05
HIV1.cut.id_DQ676874.1	624.42	5799.37	1e-05
HIV1.cut.id_DQ676875.1	2221.91	1867.94	1e-05
HIV1.cut.id_DQ676876.1	1518.49	14124.67	1e-05
HIV1.cut.id_DQ676877.1	167.04	2359.35	1e-05
HIV1.cut.id_DQ676878.1	1331.72	-	1e-05
HIV1.cut.id_DQ676879.1	1061.95	4460.43	1e-05
HIV1.cut.id_DQ676880.1	812.23	5127.40	1e-05
HIV1.cut.id_DQ676881.1	131.10	1863.35	1e-05
HIV1.cut.id_DQ676882.1	565.50	-	1e-05
HIV1.cut.id_DQ676883.1	1314.97	-	1e-05
HIV1.cut.id_DQ676884.1	2154.31	-	1e-05
HIV1.cut.id_DQ676885.1	-	-	1e-05
HIV1.cut.id_DQ676886.1	429.40	2756.09	1e-05
HIV1.cut.id_DQ676887.1	2380.95	112.23	1e-05
HIV1.cut.id_DQ823367.1	3184.15	3507.65	1e-05
HIV1.cut.id_DQ837381.1	358.01	1102.63	1e-05
HIV1.cut.id_DQ845386.1	4481.92	2313.37	1e-05
HIV1.cut.id_DQ845387.1	3830.58	4023.09	1e-05
HIV1.cut.id_DQ845388.1	0.00	3595.83	1e-05
HIV1.cut.id_DQ853436.1	2610.86	3459.12	1e-05
HIV1.cut.id_DQ853437.1	1869.59	1774.04	1e-05
HIV1.cut.id_DQ853438.1	2274.88	10107.39	1e-05
HIV1.cut.id_DQ853439.1	4097.37	-	1e-05
HIV1.cut.id_DQ853440.1	1033.17	927.49	1e-05
HIV1.cut.id_DQ853441.1	2675.24	-	1e-05
HIV1.cut.id_DQ853442.1	1333.94	-	1e-05
HIV1.cut.id_DQ853443.1	1164.82	-	1e-05
HIV1.cut.id_DQ853444.1	4896.07	-	1e-05
HIV1.cut.id_DQ853445.1	3357.82	1557.51	1e-05
HIV1.cut.id_DQ853446.1	4793.61	3717.67	1e-05
HIV1.cut.id_DQ853447.1	4119.55	-	1e-05
HIV1.cut.id_DQ853448.1	270.09	-	1e-05
HIV1.cut.id_DQ853449.1	3680.98	1941.75	1e-05
HIV1.cut.id_DQ853450.1	4035.95	2086.44	1e-05
HIV1.cut.id_DQ853451.1	2506.93	2565.50	1e-05
HIV1.cut.id_DQ853452.1	1812.16	-	1e-05
HIV1.cut.id_DQ853453.1	2958.12	-	1e-05
HIV1.cut.id_DQ853454.1	3138.05	3235.44	1e-05
HIV1.cut.id_DQ853455.1	1400.69	-	1e-05
HIV1.cut.id_DQ853456.1	-	2228.41	1e-05
HIV1.cut.id_DQ853457.1	1729.56	1886.17	1e-05
HIV1.cut.id_DQ853458.1	951.76	1746.72	1e-05
HIV1.cut.id_DQ853459.1	744.88	-	1e-05
HIV1.cut.id_DQ853460.1	2746.43	1856.76	1e-05
HIV1.cut.id_DQ853461.1	1999.52	-	1e-05
HIV1.cut.id_DQ853462.1	610.75	4011.74	1e-05
HIV1.cut.id_DQ853463.1	1230.13	1380.45	1e-05
HIV1.cut.id_DQ853464.1	896.16	5507.51	1e-05
HIV1.cut.id_DQ853465.1	2273.24	2727.27	1e-05
HIV1.cut.id_DQ854714.1	877.42	-	1e-05
HIV1.cut.id_DQ854715.1	1484.26	1625.32	1e-05
HIV1.cut.id_DQ854716.1	1643.02	0.00	1e-05
HIV1.cut.id_DQ859178.1	352.37	4489.60	1e-05
HIV1.cut.id_DQ859179.1	496.57	-	1e-05
HIV1.cut.id_DQ859180.1	5881.06	3608.00	1e-05
HIV1.cut.id_DQ886031.1	569.96	1825.90	1e-05
HIV1.cut.id_DQ886032.1	1428.75	653.90	1e-05
HIV1.cut.id_DQ886033.1	304.47	2392.74	1e-05
HIV1.cut.id_DQ886034.1	1177.80	2454.55	1e-05
HIV1.cut.id_DQ886035.1	0.00	3373.49	1e-05
HIV1.cut.id_DQ886036.1	0.00	1118.10	1e-05
HIV1.cut.id_DQ886037.1	303.44	3618.19	1e-05
HIV1.cut.id_DQ886038.1	1152.18	2222.22	1e-05
HIV1.cut.id_DQ912822.1	635.71	4539.11	1e-05
HIV1.cut.id_DQ912823.1	219.18	6938.06	1e-05
HIV1.cut.id_DQ978981.1	3301.32	4775.09	1e-05
HIV1.cut.id_DQ979023.1	295.59	5361.11	1e-05
HIV1.cut.id_DQ979024.1	1218.00	3678.88	1e-05
HIV1.cut.id_DQ979025.1	0.00	3036.81	1e-05
HIV1.cut.id_DQ990880.1	54.98	1726.37	1e-05
HIV1.cut.id_EF029066.1	4870.02	702.29	1e-05
HIV1.cut.id_EF029067.1	3609.76	8776.93	1e-05
HIV1.cut.id_EF029068.1	3802.20	1442.91	1e-05
HIV1.cut.id_EF029069.1	3728.89	1055.86	1e-05
HIV1.cut.id_EF036527.1	2689.34	83.75	1e-05
HIV1.cut.id_EF036528.1	382.09	4878.05	1e-05
HIV1.cut.id_EF036529.1	566.45	2186.12	1e-05
HIV1.cut.id_EF036530.1	559.86	2925.78	1e-05
HIV1.cut.id_EF036531.1	3309.87	4584.00	1e-05
HIV1.cut.id_EF036532.1	1082.12	3158.77	1e-05
HIV1.cut.id_EF036533.1	7044.73	533.33	1e-05
HIV1.cut.id_EF036534.1	1820.59	2983.75	1e-05
HIV1.cut.id_EF036535.1	3667.65	561.80	1e-05
HIV1.cut.id_EF036536.1	3674.94	2008.70	1e-05
HIV1.cut.id_EF057102.2	808.93	6209.68	1e-05
HIV1.cut.id_EF078278.2	1507.54	6862.75	1e-05
HIV1.cut.id_EF078279.2	1270.45	3642.38	1e-05
HIV1.cut.id_EF091932.1	2302.93	827.81	1e-05
HIV1.cut.id_EF175209.1	-	-	1e-05
HIV1.cut.id_EF175210.1	2069.46	2649.01	1e-05
HIV1.cut.id_EF175211.1	-	-	1e-05
HIV1.cut.id_EF175212.1	-	4493.72	1e-05
HIV1.cut.id_EF178323.1	1878.74	-	1e-05
HIV1.cut.id_EF178358.1	123.25	4186.95	1e-05
HIV1.cut.id_EF178366.1	-	-	1e-05
HIV1.cut.id_EF178405.1	679.38	2558.85	1e-05
