Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_FJ496149.1	18.521	-	1e-05
HIV1.cut.id_FJ496150.1	69.412	25.816	1e-05
HIV1.cut.id_FJ496151.1	24.561	29.212	1e-05
HIV1.cut.id_FJ496152.1	54.082	-	1e-05
HIV1.cut.id_FJ496153.1	-	-	1e-05
HIV1.cut.id_FJ496154.1	-	11.877	1e-05
HIV1.cut.id_FJ496155.1	-	19.523	1e-05
HIV1.cut.id_FJ496156.1	-	-	1e-05
HIV1.cut.id_FJ496157.1	100.000	19.523	1e-05
HIV1.cut.id_FJ496158.1	66.142	-	1e-05
HIV1.cut.id_FJ496159.1	-	-	1e-05
HIV1.cut.id_FJ496160.1	26.756	-	1e-05
HIV1.cut.id_FJ496161.1	100.000	-	1e-05
HIV1.cut.id_FJ496162.1	-	-	1e-05
HIV1.cut.id_FJ496163.1	-	-	1e-05
HIV1.cut.id_FJ496164.1	-	17.638	1e-05
HIV1.cut.id_FJ496165.1	57.787	-	1e-05
HIV1.cut.id_FJ496166.1	15.644	21.560	1e-05
HIV1.cut.id_FJ496167.1	99.092	73.535	1e-05
HIV1.cut.id_FJ496168.1	-	-	1e-05
HIV1.cut.id_FJ496169.1	-	-	1e-05
HIV1.cut.id_FJ496170.1	12.218	-	1e-05
HIV1.cut.id_FJ496171.1	-	23.593	1e-05
HIV1.cut.id_FJ496172.1	-	-	1e-05
HIV1.cut.id_FJ496173.1	100.000	-	1e-05
HIV1.cut.id_FJ496174.1	-	11.442	1e-05
HIV1.cut.id_FJ496175.1	-	-	1e-05
HIV1.cut.id_FJ496176.1	-	14.091	1e-05
HIV1.cut.id_FJ496177.1	100.000	9.184	1e-05
HIV1.cut.id_FJ496178.1	-	53.457	1e-05
HIV1.cut.id_FJ496179.1	-	42.196	1e-05
HIV1.cut.id_FJ496180.1	-	31.273	1e-05
HIV1.cut.id_FJ496181.1	19.712	-	1e-05
HIV1.cut.id_FJ496182.1	11.200	-	1e-05
HIV1.cut.id_FJ496183.1	39.784	26.540	1e-05
HIV1.cut.id_FJ496184.1	14.036	-	1e-05
HIV1.cut.id_FJ496185.1	-	-	1e-05
HIV1.cut.id_FJ496186.1	-	13.377	1e-05
HIV1.cut.id_FJ496187.1	-	7.786	1e-05
HIV1.cut.id_FJ496188.1	23.869	7.663	1e-05
HIV1.cut.id_FJ496189.1	-	-	1e-05
HIV1.cut.id_FJ496190.1	-	22.711	1e-05
HIV1.cut.id_FJ496191.1	-	-	1e-05
HIV1.cut.id_FJ496192.1	100.000	45.155	1e-05
HIV1.cut.id_FJ496193.1	15.293	26.131	1e-05
HIV1.cut.id_FJ496194.1	-	-	1e-05
HIV1.cut.id_FJ496195.1	-	-	1e-05
HIV1.cut.id_FJ496196.1	14.347	5.299	1e-05
HIV1.cut.id_FJ496197.1	-	15.356	1e-05
HIV1.cut.id_FJ496198.1	2.591	11.369	1e-05
HIV1.cut.id_FJ496199.1	-	18.263	1e-05
HIV1.cut.id_FJ496200.1	18.541	-	1e-05
HIV1.cut.id_FJ496201.1	-	-	1e-05
HIV1.cut.id_FJ496202.1	26.792	-	1e-05
HIV1.cut.id_FJ496203.1	81.361	35.376	1e-05
HIV1.cut.id_FJ496204.1	-	18.562	1e-05
HIV1.cut.id_FJ496205.1	-	-	1e-05
HIV1.cut.id_FJ496206.1	92.020	13.309	1e-05
HIV1.cut.id_FJ496207.1	-	-	1e-05
HIV1.cut.id_FJ496208.1	97.710	-	1e-05
HIV1.cut.id_FJ496209.1	75.491	36.150	1e-05
HIV1.cut.id_FJ496210.1	54.708	-	1e-05
HIV1.cut.id_FJ496211.1	-	-	1e-05
HIV1.cut.id_FJ496212.1	35.697	17.396	1e-05
HIV1.cut.id_FJ496213.1	35.609	38.259	1e-05
HIV1.cut.id_FJ496214.1	-	-	1e-05
HIV1.cut.id_FJ623475.1	100.000	12.006	1e-05
HIV1.cut.id_FJ623476.1	96.114	51.374	1e-05
HIV1.cut.id_FJ623477.1	99.748	54.072	1e-05
HIV1.cut.id_FJ623478.1	86.979	68.810	1e-05
HIV1.cut.id_FJ623479.1	100.000	36.602	1e-05
HIV1.cut.id_FJ623480.1	63.124	51.886	1e-05
HIV1.cut.id_FJ623481.1	100.000	67.146	1e-05
HIV1.cut.id_FJ623482.1	100.000	45.320	1e-05
HIV1.cut.id_FJ623483.1	96.827	53.975	1e-05
HIV1.cut.id_FJ623484.1	88.733	43.126	1e-05
HIV1.cut.id_FJ623485.1	67.780	46.747	1e-05
HIV1.cut.id_FJ623486.1	100.000	44.751	1e-05
HIV1.cut.id_FJ623487.1	100.000	32.938	1e-05
HIV1.cut.id_FJ623488.1	90.977	56.565	1e-05
HIV1.cut.id_FJ623489.1	85.739	32.423	1e-05
HIV1.cut.id_FJ623490.1	99.459	30.213	1e-05
HIV1.cut.id_FJ623491.1	93.716	24.141	1e-05
HIV1.cut.id_FJ623492.1	100.000	57.789	1e-05
HIV1.cut.id_FJ623493.1	-	-	1e-05
HIV1.cut.id_FJ623494.1	100.000	75.794	1e-05
HIV1.cut.id_FJ623495.1	100.000	58.646	1e-05
HIV1.cut.id_FJ647145.1	31.148	56.188	1e-05
HIV1.cut.id_FJ670515.1	100.000	46.016	1e-05
HIV1.cut.id_FJ670516.2	97.498	54.875	1e-05
HIV1.cut.id_FJ670517.1	72.032	25.480	1e-05
HIV1.cut.id_FJ670518.1	70.452	-	1e-05
HIV1.cut.id_FJ670519.1	79.672	47.943	1e-05
HIV1.cut.id_FJ670520.1	75.582	18.751	1e-05
HIV1.cut.id_FJ670521.1	44.869	12.330	1e-05
HIV1.cut.id_FJ670522.1	60.512	7.599	1e-05
HIV1.cut.id_FJ670523.1	100.000	31.046	1e-05
HIV1.cut.id_FJ670524.1	69.308	46.518	1e-05
HIV1.cut.id_FJ670525.1	80.811	31.709	1e-05
HIV1.cut.id_FJ670526.1	50.521	-	1e-05
HIV1.cut.id_FJ670527.1	97.773	71.419	1e-05
HIV1.cut.id_FJ670528.1	52.637	3.342	1e-05
HIV1.cut.id_FJ670529.1	100.000	50.028	1e-05
HIV1.cut.id_FJ670530.1	81.764	38.154	1e-05
HIV1.cut.id_FJ670531.1	100.000	36.640	1e-05
HIV1.cut.id_FJ711703.1	80.432	29.512	1e-05
HIV1.cut.id_FJ771006.1	71.585	53.178	1e-05
HIV1.cut.id_FJ771007.1	100.000	53.791	1e-05
HIV1.cut.id_FJ771008.1	99.835	32.234	1e-05
HIV1.cut.id_FJ771009.1	96.904	70.721	1e-05
HIV1.cut.id_FJ771010.1	100.000	20.738	1e-05
HIV1.cut.id_FJ853620.1	84.937	27.657	1e-05
HIV1.cut.id_FJ853621.1	89.433	44.348	1e-05
HIV1.cut.id_FJ853622.1	89.185	35.984	1e-05
HIV1.cut.id_FJ864679.1	99.354	47.576	1e-05
HIV1.cut.id_FM877777.1	95.437	40.359	1e-05
HIV1.cut.id_FM877778.1	100.000	50.695	1e-05
HIV1.cut.id_FM877779.2	96.641	85.797	1e-05
HIV1.cut.id_FM877780.1	100.000	97.568	1e-05
HIV1.cut.id_FM877781.1	100.000	93.727	1e-05
HIV1.cut.id_FM877782.1	100.000	94.713	1e-05
HIV1.cut.id_FM877783.1	100.000	76.104	1e-05
HIV1.cut.id_FN392874.1	88.159	31.733	1e-05
HIV1.cut.id_FN392875.1	36.579	14.728	1e-05
HIV1.cut.id_FN392876.1	56.263	32.476	1e-05
HIV1.cut.id_FN392877.1	48.200	-	1e-05
HIV1.cut.id_FR846408.1	99.858	48.052	1e-05
HIV1.cut.id_FR846409.1	84.288	62.228	1e-05
HIV1.cut.id_FR846410.1	100.000	64.736	1e-05
HIV1.cut.id_GQ175881.1	82.584	37.181	1e-05
HIV1.cut.id_GQ175882.1	75.846	18.588	1e-05
HIV1.cut.id_GQ175883.1	100.000	22.400	1e-05
HIV1.cut.id_GQ277610.1	97.072	35.792	1e-05
HIV1.cut.id_GQ290462.1	59.211	7.559	1e-05
HIV1.cut.id_GQ365649.1	98.786	14.251	1e-05
HIV1.cut.id_GQ365650.1	95.432	43.909	1e-05
HIV1.cut.id_GQ365651.1	78.792	21.650	1e-05
HIV1.cut.id_GQ365652.1	98.004	33.143	1e-05
HIV1.cut.id_GQ372986.1	96.842	58.597	1e-05
HIV1.cut.id_GQ372987.1	70.860	13.007	1e-05
HIV1.cut.id_GQ372988.1	97.491	45.092	1e-05
HIV1.cut.id_GQ372989.1	100.000	51.112	1e-05
HIV1.cut.id_GQ372990.1	92.929	45.670	1e-05
HIV1.cut.id_GQ845124.1	99.943	12.122	1e-05
HIV1.cut.id_GQ845125.1	99.966	25.696	1e-05
HIV1.cut.id_GQ845126.1	69.373	37.712	1e-05
HIV1.cut.id_GQ999972.1	88.103	50.540	1e-05
HIV1.cut.id_GQ999973.1	88.746	20.473	1e-05
HIV1.cut.id_GQ999974.1	96.721	7.934	1e-05
HIV1.cut.id_GQ999975.1	93.420	40.169	1e-05
HIV1.cut.id_GQ999976.1	89.214	32.269	1e-05
HIV1.cut.id_GQ999977.1	94.400	22.123	1e-05
HIV1.cut.id_GQ999978.1	89.316	20.885	1e-05
HIV1.cut.id_GQ999979.1	97.407	31.502	1e-05
HIV1.cut.id_GQ999980.1	95.536	21.124	1e-05
HIV1.cut.id_GQ999981.1	100.000	35.300	1e-05
HIV1.cut.id_GQ999982.1	89.063	16.103	1e-05
HIV1.cut.id_GQ999983.1	91.192	40.662	1e-05
HIV1.cut.id_GQ999984.1	84.980	33.241	1e-05
HIV1.cut.id_GQ999985.1	65.475	8.370	1e-05
HIV1.cut.id_GQ999986.1	94.812	12.676	1e-05
HIV1.cut.id_GQ999987.1	85.340	36.749	1e-05
HIV1.cut.id_GQ999988.1	99.647	18.965	1e-05
HIV1.cut.id_GQ999989.1	96.308	39.494	1e-05
HIV1.cut.id_GQ999990.1	91.820	12.945	1e-05
HIV1.cut.id_GQ999991.1	100.000	31.905	1e-05
HIV1.cut.id_GU111555.1	76.748	22.133	1e-05
HIV1.cut.id_GU177863.1	45.316	16.489	1e-05
HIV1.cut.id_GU207884.1	100.000	51.639	1e-05
HIV1.cut.id_GU230137.1	80.465	39.660	1e-05
HIV1.cut.id_GU230139.1	100.000	66.985	1e-05
HIV1.cut.id_GU237072.1	34.549	22.177	1e-05
HIV1.cut.id_GU362013.1	90.346	37.742	1e-05
HIV1.cut.id_GU595148.1	14.624	15.134	1e-05
HIV1.cut.id_GU595149.1	78.513	28.327	1e-05
HIV1.cut.id_GU595150.1	40.486	8.018	1e-05
HIV1.cut.id_GU595151.1	41.019	23.724	1e-05
HIV1.cut.id_GU595152.1	56.783	18.470	1e-05
HIV1.cut.id_GU595153.1	74.590	17.465	1e-05
HIV1.cut.id_GU595154.1	59.374	28.763	1e-05
HIV1.cut.id_GU595155.1	44.036	12.130	1e-05
HIV1.cut.id_GU595157.1	42.814	30.448	1e-05
HIV1.cut.id_GU595158.1	28.880	11.900	1e-05
HIV1.cut.id_GU595159.1	76.680	5.055	1e-05
HIV1.cut.id_GU647196.1	18.437	17.534	1e-05
HIV1.cut.id_GU647197.1	-	31.040	1e-05
HIV1.cut.id_GU647198.1	83.886	12.031	1e-05
HIV1.cut.id_GU733713.1	-	16.016	1e-05
HIV1.cut.id_GU733714.1	-	13.294	1e-05
HIV1.cut.id_GU733715.1	23.243	-	1e-05
HIV1.cut.id_GU733716.1	100.000	16.379	1e-05
HIV1.cut.id_GU733717.1	18.006	27.900	1e-05
HIV1.cut.id_HM026455.1	100.000	38.112	1e-05
HIV1.cut.id_HM026456.1	88.906	56.489	1e-05
HIV1.cut.id_HM026457.1	100.000	47.585	1e-05
HIV1.cut.id_HM026458.1	84.388	38.920	1e-05
HIV1.cut.id_HM026459.1	100.000	47.284	1e-05
HIV1.cut.id_HM026460.1	90.317	33.663	1e-05
HIV1.cut.id_HM067748.1	100.000	52.555	1e-05
HIV1.cut.id_HM100716.1	96.406	20.677	1e-05
HIV1.cut.id_HM215249.1	98.700	89.567	1e-05
HIV1.cut.id_HM215250.1	83.225	40.754	1e-05
HIV1.cut.id_HM215251.1	87.329	56.821	1e-05
HIV1.cut.id_HM215252.1	100.000	52.642	1e-05
HIV1.cut.id_HM469972.1	71.623	-	1e-05
HIV1.cut.id_HM469973.1	38.172	-	1e-05
HIV1.cut.id_HM469974.1	30.688	-	1e-05
HIV1.cut.id_HM469975.1	65.699	18.218	1e-05
HIV1.cut.id_HM469976.1	33.421	12.558	1e-05
HIV1.cut.id_HM469977.1	100.000	16.079	1e-05
HIV1.cut.id_HM469978.1	65.447	-	1e-05
HIV1.cut.id_HM469979.1	31.622	18.032	1e-05
HIV1.cut.id_HM469980.1	27.448	-	1e-05
HIV1.cut.id_HM469981.1	16.151	14.822	1e-05
HIV1.cut.id_HM469982.1	-	3.172	1e-05
HIV1.cut.id_HM469983.1	49.065	-	1e-05
HIV1.cut.id_HM776938.1	85.568	20.717	1e-05
HIV1.cut.id_HM776939.1	39.367	14.386	1e-05
HIV1.cut.id_JF719818.1	59.377	15.714	1e-05
HIV1.cut.id_JF719819.1	65.598	-	1e-05
HIV1.cut.id_JF804805.1	87.219	53.058	1e-05
HIV1.cut.id_JF804806.1	83.947	33.721	1e-05
HIV1.cut.id_JF804807.1	99.932	48.120	1e-05
HIV1.cut.id_JF804808.1	100.000	19.624	1e-05
HIV1.cut.id_JF804809.1	84.280	17.870	1e-05
HIV1.cut.id_JF804810.1	100.000	36.357	1e-05
HIV1.cut.id_JF804811.1	100.000	58.320	1e-05
HIV1.cut.id_JF804812.1	92.680	76.732	1e-05
HIV1.cut.id_JF804813.1	100.000	25.704	1e-05
HIV1.cut.id_JF804814.1	94.191	44.076	1e-05
HIV1.cut.id_JN188292.1	87.514	22.314	1e-05
HIV1.cut.id_JN230353.1	100.000	38.181	1e-05
HIV1.cut.id_JN571034.1	100.000	98.583	1e-05
HIV1.cut.id_JN860761.1	79.043	47.068	1e-05
HIV1.cut.id_JN860762.1	87.849	35.923	1e-05
HIV1.cut.id_JN860763.1	55.776	25.333	1e-05
HIV1.cut.id_JN860764.1	82.256	20.665	1e-05
HIV1.cut.id_JN860765.1	100.000	39.257	1e-05
HIV1.cut.id_JN860766.1	95.915	39.564	1e-05
HIV1.cut.id_JN860767.1	94.982	-	1e-05
HIV1.cut.id_JN860768.1	97.880	36.764	1e-05
HIV1.cut.id_JN860769.1	94.086	25.964	1e-05
HIV1.cut.id_JQ316126.1	52.589	28.001	1e-05
HIV1.cut.id_JQ316127.2	62.579	45.694	1e-05
HIV1.cut.id_JQ316128.1	74.120	35.041	1e-05
HIV1.cut.id_JQ316129.1	45.979	8.745	1e-05
HIV1.cut.id_JQ316130.1	100.000	31.674	1e-05
HIV1.cut.id_JQ316131.1	59.235	24.959	1e-05
HIV1.cut.id_JQ316132.1	56.024	18.045	1e-05
HIV1.cut.id_JQ316133.1	68.296	25.494	1e-05
HIV1.cut.id_JQ316134.1	94.092	44.043	1e-05
HIV1.cut.id_JQ316135.1	59.229	54.686	1e-05
HIV1.cut.id_JQ316136.1	100.000	19.714	1e-05
HIV1.cut.id_JQ316137.1	73.361	36.312	1e-05
HIV1.cut.id_JQ316138.1	18.331	15.832	1e-05
HIV1.cut.id_JQ341411.1	77.400	26.768	1e-05
HIV1.cut.id_JQ429433.2	95.820	25.543	1e-05
HIV1.cut.id_JX503071.1	73.863	45.525	1e-05
HIV1.cut.id_JX503072.1	100.000	50.979	1e-05
HIV1.cut.id_JX503073.1	91.729	8.402	1e-05
HIV1.cut.id_JX503074.1	94.315	15.679	1e-05
HIV1.cut.id_JX503075.1	91.175	36.912	1e-05
HIV1.cut.id_JX503076.1	47.001	13.904	1e-05
HIV1.cut.id_JX503077.1	43.584	15.318	1e-05
HIV1.cut.id_JX503078.1	97.334	-	1e-05
HIV1.cut.id_JX503080.1	32.810	-	1e-05
HIV1.cut.id_JX503081.1	99.751	8.831	1e-05
HIV1.cut.id_JX503082.1	24.472	16.322	1e-05
HIV1.cut.id_JX503083.1	100.000	18.762	1e-05
HIV1.cut.id_JX574661.1	52.538	58.588	1e-05
HIV1.cut.id_JX574662.1	100.000	34.123	1e-05
HIV1.cut.id_JX574663.1	92.315	32.898	1e-05
HIV1.cut.id_K02007.1	54.423	8.373	1e-05
HIV1.cut.id_K02013.1	53.964	21.857	1e-05
HIV1.cut.id_K02083.1	19.511	12.536	1e-05
HIV1.cut.id_K03454.1	24.730	24.157	1e-05
HIV1.cut.id_K03455.1	50.083	-	1e-05
HIV1.cut.id_KC156114.1	100.000	45.875	1e-05
HIV1.cut.id_KC156115.1	68.007	22.906	1e-05
HIV1.cut.id_KC156116.1	47.083	39.296	1e-05
HIV1.cut.id_KC156117.1	100.000	25.660	1e-05
HIV1.cut.id_KC156118.1	100.000	29.758	1e-05
HIV1.cut.id_KC156119.1	54.900	-	1e-05
HIV1.cut.id_KC156120.1	92.318	27.240	1e-05
HIV1.cut.id_KC156121.1	87.042	49.228	1e-05
HIV1.cut.id_KC156122.1	71.594	15.191	1e-05
HIV1.cut.id_KC156123.1	32.522	17.450	1e-05
HIV1.cut.id_KC156124.1	88.473	24.155	1e-05
HIV1.cut.id_KC156125.1	83.752	29.904	1e-05
HIV1.cut.id_KC156126.1	52.212	33.632	1e-05
HIV1.cut.id_KC156127.1	54.452	25.049	1e-05
HIV1.cut.id_KC156128.1	58.991	31.424	1e-05
HIV1.cut.id_KC156129.1	71.748	27.484	1e-05
HIV1.cut.id_KC156130.1	92.199	11.321	1e-05
HIV1.cut.id_KC156210.1	100.000	27.767	1e-05
HIV1.cut.id_KC156211.1	95.222	51.455	1e-05
HIV1.cut.id_KC156212.1	100.000	44.094	1e-05
HIV1.cut.id_KC156213.1	94.811	37.307	1e-05
HIV1.cut.id_KC156214.1	78.776	13.153	1e-05
HIV1.cut.id_KC156215.1	69.808	43.551	1e-05
HIV1.cut.id_KC156216.1	78.963	18.193	1e-05
HIV1.cut.id_KC156217.1	49.655	21.509	1e-05
HIV1.cut.id_KC156218.1	99.902	52.557	1e-05
HIV1.cut.id_KC156219.1	83.592	47.778	1e-05
HIV1.cut.id_KC156220.1	100.000	26.115	1e-05
HIV1.cut.id_KC156221.1	99.813	36.938	1e-05
HIV1.cut.id_KC492737.1	22.526	8.531	1e-05
HIV1.cut.id_KC492738.1	-	44.716	1e-05
HIV1.cut.id_KC503852.1	72.999	25.922	1e-05
HIV1.cut.id_KC503853.1	51.717	22.402	1e-05
HIV1.cut.id_KC503854.1	-	63.649	1e-05
HIV1.cut.id_KC503855.1	100.000	29.690	1e-05
HIV1.cut.id_KC522031.1	65.203	-	1e-05
HIV1.cut.id_KC522032.1	49.580	22.027	1e-05
HIV1.cut.id_KC522033.1	35.461	-	1e-05
HIV1.cut.id_KC522034.1	100.000	13.727	1e-05
HIV1.cut.id_KC852172.1	100.000	35.896	1e-05
HIV1.cut.id_KC852173.1	-	14.703	1e-05
HIV1.cut.id_KC852174.1	100.000	-	1e-05
HIV1.cut.id_KC898975.1	57.110	26.206	1e-05
HIV1.cut.id_KC898976.1	70.320	-	1e-05
HIV1.cut.id_KC898977.1	79.247	22.607	1e-05
HIV1.cut.id_KC898978.1	68.178	18.977	1e-05
HIV1.cut.id_KC898979.1	48.835	15.006	1e-05
HIV1.cut.id_KC898981.1	52.175	24.847	1e-05
HIV1.cut.id_KC898982.1	46.063	-	1e-05
HIV1.cut.id_KC898983.1	52.805	10.262	1e-05
HIV1.cut.id_KC898984.1	97.280	22.832	1e-05
HIV1.cut.id_KC898985.1	97.349	15.432	1e-05
HIV1.cut.id_KC898986.1	89.533	11.740	1e-05
HIV1.cut.id_KC898987.1	88.249	18.964	1e-05
HIV1.cut.id_KC898988.1	82.788	42.007	1e-05
HIV1.cut.id_KC898989.1	85.024	19.535	1e-05
HIV1.cut.id_KC898990.1	40.795	23.346	1e-05
HIV1.cut.id_KC898991.1	95.153	15.445	1e-05
HIV1.cut.id_KC898992.1	66.769	45.312	1e-05
HIV1.cut.id_KC898993.1	64.818	24.318	1e-05
HIV1.cut.id_KC898994.1	96.343	-	1e-05
HIV1.cut.id_KC898995.1	100.000	27.281	1e-05
HIV1.cut.id_KC898996.1	100.000	41.868	1e-05
HIV1.cut.id_KC899006.1	56.601	13.766	1e-05
HIV1.cut.id_KC899007.1	100.000	41.399	1e-05
HIV1.cut.id_KC899008.1	96.982	40.225	1e-05
HIV1.cut.id_KC899009.1	84.980	-	1e-05
HIV1.cut.id_KC899010.1	87.913	51.788	1e-05
HIV1.cut.id_KC899011.1	76.312	43.537	1e-05
HIV1.cut.id_KC899012.1	68.128	20.726	1e-05
HIV1.cut.id_KC899013.1	100.000	30.850	1e-05
HIV1.cut.id_KC899014.1	95.497	25.684	1e-05
HIV1.cut.id_KC899015.1	51.724	15.365	1e-05
HIV1.cut.id_KC914396.1	83.995	15.347	1e-05
HIV1.cut.id_KC935957.1	76.043	10.387	1e-05
HIV1.cut.id_KC935958.1	100.000	14.046	1e-05
HIV1.cut.id_KC935959.1	100.000	38.686	1e-05
HIV1.cut.id_KF234628.1	62.350	24.810	1e-05
HIV1.cut.id_KF425293.1	54.507	8.118	1e-05
HIV1.cut.id_KF766537.1	100.000	24.493	1e-05
HIV1.cut.id_KF766538.1	-	38.674	1e-05
HIV1.cut.id_KF766539.1	-	45.925	1e-05
HIV1.cut.id_KF766540.1	100.000	22.980	1e-05
HIV1.cut.id_KF766541.1	55.035	14.068	1e-05
HIV1.cut.id_KF766542.1	96.161	42.095	1e-05
HIV1.cut.id_KF990605.1	99.078	14.533	1e-05
HIV1.cut.id_KF990606.1	30.088	43.425	1e-05
HIV1.cut.id_KF990607.1	-	3.546	1e-05
HIV1.cut.id_KF990608.1	100.000	65.255	1e-05
HIV1.cut.id_KJ704797.1	14.368	75.959	1e-05
HIV1.cut.id_KJ925006.1	27.638	-	1e-05
HIV1.cut.id_KM390026.1	-	-	1e-05
HIV1.cut.id_KM438031.1	16.858	-	1e-05
HIV1.cut.id_KM438032.1	49.520	28.869	1e-05
HIV1.cut.id_KP170487.1	99.714	35.358	1e-05
HIV1.cut.id_KP718914.1	100.000	76.837	1e-05
HIV1.cut.id_KP718915.1	100.000	79.715	1e-05
HIV1.cut.id_KP718916.1	100.000	77.595	1e-05
HIV1.cut.id_KP718917.1	100.000	74.830	1e-05
HIV1.cut.id_KP718918.1	100.000	46.577	1e-05
HIV1.cut.id_KP718919.1	100.000	90.943	1e-05
HIV1.cut.id_KP718920.1	100.000	44.811	1e-05
HIV1.cut.id_KP718921.1	97.693	14.548	1e-05
HIV1.cut.id_KP718922.1	89.150	71.744	1e-05
HIV1.cut.id_KP718923.1	100.000	59.164	1e-05
HIV1.cut.id_KP718924.1	100.000	74.118	1e-05
HIV1.cut.id_KP718925.1	100.000	78.039	1e-05
HIV1.cut.id_KP718926.1	100.000	58.300	1e-05
HIV1.cut.id_KP718927.1	100.000	67.752	1e-05
HIV1.cut.id_KP718928.1	99.989	80.049	1e-05
HIV1.cut.id_KP718929.1	94.575	77.932	1e-05
HIV1.cut.id_KP718930.1	99.548	47.092	1e-05
HIV1.cut.id_KP718931.1	100.000	62.930	1e-05
HIV1.cut.id_KP718932.1	97.689	41.011	1e-05
HIV1.cut.id_KP718933.1	100.000	88.582	1e-05
HIV1.cut.id_KP718934.1	100.000	53.819	1e-05
HIV1.cut.id_KP718935.1	96.906	79.716	1e-05
HIV1.cut.id_KP718936.1	100.000	68.632	1e-05
HIV1.cut.id_KP718937.1	96.300	44.610	1e-05
HIV1.cut.id_KP718938.1	92.037	40.093	1e-05
HIV1.cut.id_KT022360.1	100.000	59.785	1e-05
HIV1.cut.id_KT022361.1	100.000	79.470	1e-05
HIV1.cut.id_KT022362.1	39.439	17.414	1e-05
HIV1.cut.id_KT022363.1	94.057	39.943	1e-05
HIV1.cut.id_KT022364.1	92.554	50.733	1e-05
HIV1.cut.id_KT022365.1	83.771	54.790	1e-05
HIV1.cut.id_KT022366.1	99.531	33.253	1e-05
HIV1.cut.id_KT022367.1	85.272	42.987	1e-05
HIV1.cut.id_KT022368.1	82.788	69.283	1e-05
HIV1.cut.id_KT022369.1	94.946	47.668	1e-05
HIV1.cut.id_KT022370.1	87.433	13.234	1e-05
HIV1.cut.id_KT022371.1	100.000	45.827	1e-05
HIV1.cut.id_KT022372.1	75.810	45.825	1e-05
HIV1.cut.id_KT022373.1	96.339	42.690	1e-05
HIV1.cut.id_KT022374.1	91.735	49.806	1e-05
HIV1.cut.id_KT022375.1	100.000	71.948	1e-05
HIV1.cut.id_KT022376.1	100.000	31.766	1e-05
HIV1.cut.id_KT022377.1	100.000	66.202	1e-05
HIV1.cut.id_KT022378.1	92.714	37.718	1e-05
HIV1.cut.id_KT022379.1	100.000	87.517	1e-05
HIV1.cut.id_KT022380.1	100.000	71.389	1e-05
HIV1.cut.id_KT022381.1	100.000	56.514	1e-05
HIV1.cut.id_KT022382.1	97.324	54.441	1e-05
HIV1.cut.id_KT022383.1	78.314	54.352	1e-05
HIV1.cut.id_KT022384.1	16.330	33.154	1e-05
HIV1.cut.id_KT022385.1	100.000	81.252	1e-05
HIV1.cut.id_KT022386.1	100.000	70.702	1e-05
HIV1.cut.id_KT022387.1	93.006	58.454	1e-05
HIV1.cut.id_KT022388.1	100.000	68.081	1e-05
HIV1.cut.id_KT022389.1	100.000	84.130	1e-05
HIV1.cut.id_KT022390.1	100.000	34.836	1e-05
HIV1.cut.id_KT022391.1	96.607	49.359	1e-05
HIV1.cut.id_KT022392.1	89.093	34.602	1e-05
HIV1.cut.id_KT022393.1	100.000	38.261	1e-05
HIV1.cut.id_KT022394.1	100.000	69.455	1e-05
HIV1.cut.id_KT022395.1	74.803	13.536	1e-05
HIV1.cut.id_KT022396.1	88.939	41.328	1e-05
HIV1.cut.id_KT022397.1	99.644	68.008	1e-05
HIV1.cut.id_KT022398.1	100.000	89.176	1e-05
HIV1.cut.id_KT022399.1	87.004	29.596	1e-05
HIV1.cut.id_KT022400.1	100.000	47.920	1e-05
HIV1.cut.id_KT022401.1	97.614	33.880	1e-05
HIV1.cut.id_KT022402.1	100.000	94.038	1e-05
HIV1.cut.id_KT022403.1	83.722	65.007	1e-05
HIV1.cut.id_KT022404.1	92.854	61.246	1e-05
HIV1.cut.id_KT022405.1	99.148	53.640	1e-05
HIV1.cut.id_KT022406.1	66.227	82.248	1e-05
HIV1.cut.id_KT022407.1	98.282	42.737	1e-05
HIV1.cut.id_KT022408.1	100.000	25.285	1e-05
HIV1.cut.id_KT022409.1	100.000	48.826	1e-05
HIV1.cut.id_KT022410.1	93.299	32.027	1e-05
HIV1.cut.id_KT022411.1	98.221	42.993	1e-05
HIV1.cut.id_KT022412.1	93.110	55.026	1e-05
HIV1.cut.id_KT022413.1	95.852	34.328	1e-05
HIV1.cut.id_KT022414.1	100.000	61.801	1e-05
HIV1.cut.id_KT022415.1	100.000	55.623	1e-05
HIV1.cut.id_KT022416.1	98.312	46.521	1e-05
HIV1.cut.id_KT022417.1	100.000	60.392	1e-05
HIV1.cut.id_KT200348.1	100.000	-	1e-05
HIV1.cut.id_KT200349.1	94.446	12.843	1e-05
HIV1.cut.id_KT200350.1	80.574	24.605	1e-05
HIV1.cut.id_KT200351.1	87.974	45.953	1e-05
HIV1.cut.id_KT200352.1	100.000	26.803	1e-05
HIV1.cut.id_KT200353.1	89.470	42.898	1e-05
HIV1.cut.id_KT200354.1	88.589	37.937	1e-05
HIV1.cut.id_KT200355.1	87.306	47.956	1e-05
HIV1.cut.id_KT200356.1	83.068	41.424	1e-05
HIV1.cut.id_KT200357.1	94.730	31.841	1e-05
HIV1.cut.id_KT200358.1	92.721	36.439	1e-05
HIV1.cut.id_KT259308.1	11.187	-	1e-05
