Tool	Contig	Length
metaspades	SRR5466727_NODE_1185_length_4246_cov_170.884992	4246
metaspades	SRR5466727_NODE_1417_length_3904_cov_14.665368	3904
metaspades	SRR5466727_NODE_1467_length_3845_cov_173.097625	3845
metaspades	SRR5466727_NODE_1469_length_3843_cov_15.877772	3843
metaspades	SRR5466727_NODE_1483_length_3824_cov_101.324755	3824
metaspades	SRR5466727_NODE_1497_length_3808_cov_26.009059	3808
metaspades	SRR5466727_NODE_1569_length_3729_cov_21.340773	3729
metaspades	SRR5466727_NODE_1591_length_3697_cov_12.514827	3697
metaspades	SRR5466727_NODE_1812_length_3445_cov_71.952212	3445
metaspades	SRR5466728_NODE_398_length_4555_cov_160.300667	4555
metaspades	SRR5466728_NODE_554_length_4032_cov_38.062861	4032
metaspades	SRR5466728_NODE_571_length_3981_cov_21.384870	3981
metaspades	SRR5466728_NODE_611_length_3863_cov_13.550420	3863
metaspades	SRR5466728_NODE_643_length_3803_cov_7.830043	3803
metaspades	SRR5466728_NODE_669_length_3742_cov_7.408191	3742
metaspades	SRR5466728_NODE_670_length_3741_cov_102.818231	3741
metaspades	SRR5466728_NODE_674_length_3734_cov_34.555858	3734
metaspades	SRR5466728_NODE_741_length_3615_cov_42.991011	3615
metaspades	SRR5466728_NODE_798_length_3491_cov_13.597497	3491
metaspades	SRR5466728_NODE_896_length_3356_cov_9.187822	3356
metaspades	SRR5466729_NODE_690_length_4904_cov_922.619303	4904
metaspades	SRR5466729_NODE_944_length_4363_cov_61.919916	4363
metaspades	SRR5466729_NODE_1052_length_4168_cov_10.952832	4168
metaspades	SRR5466729_NODE_1100_length_4085_cov_180.582630	4085
metaspades	SRR5466729_NODE_1147_length_4021_cov_8.356026	4021
metaspades	SRR5466729_NODE_1306_length_3826_cov_25.051976	3826
metaspades	SRR5466729_NODE_1383_length_3737_cov_798.956274	3737
metaspades	SRR5466729_NODE_1392_length_3730_cov_106.350748	3730
metaspades	SRR5466729_NODE_1474_length_3663_cov_7.833980	3663
metaspades	SRR5466729_NODE_1674_length_3460_cov_11.629369	3460
metaspades	SRR5466729_NODE_1754_length_3390_cov_16.312444	3390
metaspades	SRR5466729_NODE_2280_length_3015_cov_14.861486	3015
metaspades	SRR5467090_NODE_504_length_4427_cov_38.069991	4427
metaspades	SRR5467090_NODE_510_length_4402_cov_7.060271	4402
metaspades	SRR5467090_NODE_533_length_4327_cov_8.607912	4327
metaspades	SRR5467090_NODE_583_length_4171_cov_10.079932	4171
metaspades	SRR5467090_NODE_678_length_3946_cov_14.905423	3946
metaspades	SRR5467090_NODE_693_length_3912_cov_49.662432	3912
metaspades	SRR5467090_NODE_701_length_3901_cov_12.065523	3901
metaspades	SRR5467090_NODE_709_length_3883_cov_370.305904	3883
metaspades	SRR5467090_NODE_712_length_3871_cov_26.738732	3871
metaspades	SRR5467090_NODE_731_length_3824_cov_14.070045	3824
metaspades	SRR5467090_NODE_736_length_3812_cov_18.244078	3812
metaspades	SRR5467090_NODE_763_length_3758_cov_70.681069	3758
metaspades	SRR5467090_NODE_809_length_3681_cov_18.503861	3681
metaspades	SRR5467090_NODE_1046_length_3347_cov_14.357230	3347
metaspades	SRR5467091_NODE_660_length_4661_cov_13.378202	4661
metaspades	SRR5467091_NODE_757_length_4407_cov_15.696002	4407
metaspades	SRR5467091_NODE_850_length_4194_cov_18.646291	4194
metaspades	SRR5467091_NODE_858_length_4177_cov_69.990539	4177
metaspades	SRR5467091_NODE_881_length_4144_cov_109.157007	4144
metaspades	SRR5467091_NODE_886_length_4136_cov_9.465817	4136
metaspades	SRR5467091_NODE_903_length_4113_cov_73.155495	4113
metaspades	SRR5467091_NODE_957_length_4002_cov_24.371928	4002
metaspades	SRR5467091_NODE_1011_length_3912_cov_31.571688	3912
metaspades	SRR5467091_NODE_1037_length_3870_cov_11.642202	3870
metaspades	SRR5467091_NODE_1048_length_3846_cov_76.328673	3846
metaspades	SRR5467091_NODE_1050_length_3846_cov_18.587444	3846
metaspades	SRR5467091_NODE_1053_length_3843_cov_9.017687	3843
metaspades	SRR5467091_NODE_1145_length_3708_cov_14.630714	3708
metaspades	SRR5467091_NODE_1241_length_3586_cov_935.588502	3586
metaspades	SRR5467091_NODE_1260_length_3570_cov_90.312945	3570
metaspades	SRR5467091_NODE_1516_length_3321_cov_10.295775	3321
metaspades	SRR5467091_NODE_2372_length_2738_cov_3.686918	2738
metaspades	SRR6253161_NODE_160_length_7616_cov_70.706124	7616
metaspades	SRR6253161_NODE_984_length_4216_cov_15.915886	4216
metaspades	SRR6253161_NODE_1047_length_4115_cov_16.709606	4115
metaspades	SRR6253161_NODE_1220_length_3903_cov_11.055613	3903
metaspades	SRR6253256_NODE_807_length_3939_cov_27.877188	3939
metaspades	SRR6254351_NODE_734_length_4251_cov_28.372021	4251
metaspades	SRR6254351_NODE_846_length_3937_cov_24.258114	3937
metaspades	SRR6254353_NODE_662_length_4609_cov_65.315766	4609
metaspades	SRR6254353_NODE_845_length_4179_cov_7.931135	4179
metaspades	SRR6254353_NODE_909_length_4047_cov_11.011774	4047
metaspades	SRR6254353_NODE_1209_length_3615_cov_19.494663	3615
metaspades	SRR6254984_NODE_132_length_8361_cov_32.503973	8361
metaspades	SRR6254984_NODE_700_length_4223_cov_139.976727	4223
metaspades	SRR6255402_NODE_587_length_4347_cov_40.227866	4347
metaspades	SRR6255402_NODE_651_length_4076_cov_54.120865	4076
metaspades	SRR6255402_NODE_694_length_3928_cov_22.376452	3928
metaspades	SRR6255402_NODE_905_length_3366_cov_103.943522	3366
metaspades	SRR6255513_NODE_641_length_4109_cov_6.981746	4109
metaspades	SRR6255513_NODE_720_length_3926_cov_91.378455	3926
metaspades	SRR6255521_NODE_559_length_3685_cov_63.560055	3685
metaspades	SRR6255521_NODE_724_length_3361_cov_16.529038	3361
metaspades	SRR6255733_NODE_511_length_4799_cov_85.424747	4799
metaspades	SRR6255733_NODE_681_length_4190_cov_6.226119	4190
metaspades	SRR6255733_NODE_702_length_4128_cov_9.645470	4128
metaspades	SRR6255733_NODE_720_length_4076_cov_493.013181	4076
metaspades	SRR6255733_NODE_835_length_3803_cov_48.803362	3803
metaspades	SRR6255733_NODE_894_length_3700_cov_12.964883	3700
metaspades	SRR6255733_NODE_966_length_3542_cov_144.350731	3542
metaspades	SRR6255746_NODE_481_length_4807_cov_190.359638	4807
metaspades	SRR6255746_NODE_660_length_4095_cov_96.140099	4095
metaspades	SRR6255746_NODE_753_length_3897_cov_275.386517	3897
metaspades	SRR6255746_NODE_845_length_3701_cov_12.812123	3701
metaspades	SRR6255746_NODE_917_length_3546_cov_6.220281	3546
metaspades	SRR6960509_NODE_1399_length_4424_cov_232.669032	4424
metaspades	SRR6960509_NODE_1568_length_4222_cov_56.208303	4222
metaspades	SRR6960509_NODE_1593_length_4196_cov_20.537310	4196
metaspades	SRR6960509_NODE_1699_length_4074_cov_27.141329	4074
metaspades	SRR6960509_NODE_1953_length_3827_cov_26.486214	3827
metaspades	SRR6960509_NODE_2092_length_3718_cov_337.178269	3718
metaspades	SRR6960509_NODE_2198_length_3655_cov_99.191944	3655
metaspades	SRR6960509_NODE_2412_length_3508_cov_9.216044	3508
metaspades	SRR6960509_NODE_2416_length_3506_cov_662.004347	3506
metaspades	SRR6960549_NODE_46_length_4582_cov_20.808924	4582
metaspades	SRR6960549_NODE_53_length_4420_cov_10.256357	4420
metaspades	SRR6960549_NODE_77_length_4187_cov_9.668199	4187
metaspades	SRR6960549_NODE_93_length_3950_cov_13.887805	3950
metaspades	SRR6960549_NODE_95_length_3930_cov_151.721032	3930
metaspades	SRR6960549_NODE_101_length_3873_cov_65.058408	3873
metaspades	SRR6960549_NODE_102_length_3872_cov_6.566675	3872
metaspades	SRR6960549_NODE_112_length_3766_cov_88.634600	3766
metaspades	SRR6960549_NODE_117_length_3709_cov_11.192392	3709
metaspades	SRR6960549_NODE_122_length_3689_cov_6.596588	3689
metaspades	SRR6960549_NODE_137_length_3542_cov_6.364783	3542
metaspades	SRR6960549_NODE_142_length_3493_cov_88.040430	3493
metaspades	SRR6960549_NODE_144_length_3461_cov_78.888139	3461
metaspades	SRR6960551_NODE_502_length_4120_cov_625.932595	4120
metaspades	SRR6960551_NODE_527_length_4040_cov_644.404768	4040
metaspades	SRR6960551_NODE_553_length_3962_cov_7.526235	3962
metaspades	SRR6960551_NODE_571_length_3910_cov_23.421530	3910
metaspades	SRR6960551_NODE_580_length_3878_cov_724.719592	3878
metaspades	SRR6960551_NODE_587_length_3851_cov_15.132508	3851
metaspades	SRR6960551_NODE_602_length_3807_cov_7.650586	3807
metaspades	SRR6960551_NODE_604_length_3801_cov_9.632408	3801
metaspades	SRR6960551_NODE_606_length_3792_cov_16.395504	3792
metaspades	SRR6960551_NODE_620_length_3761_cov_32.689153	3761
metaspades	SRR6960551_NODE_629_length_3743_cov_28.358460	3743
metaspades	SRR6960551_NODE_632_length_3737_cov_8.989680	3737
metaspades	SRR6960551_NODE_661_length_3691_cov_9.254675	3691
metaspades	SRR6960551_NODE_677_length_3661_cov_1099.111758	3661
metaspades	SRR6960551_NODE_682_length_3643_cov_18.476867	3643
metaspades	SRR6960551_NODE_709_length_3589_cov_21.053763	3589
metaspades	SRR6960551_NODE_731_length_3540_cov_25.043902	3540
metaspades	SRR6960551_NODE_736_length_3536_cov_21.101408	3536
metaspades	SRR6960551_NODE_743_length_3526_cov_450.366753	3526
metaspades	SRR6960551_NODE_759_length_3499_cov_10.450058	3499
metaspades	SRR6960551_NODE_764_length_3482_cov_29.062153	3482
metaspades	SRR6960551_NODE_777_length_3466_cov_277.086485	3466
metaspades	SRR6960551_NODE_896_length_3231_cov_12.414987	3231
metaspades	SRR6960797_NODE_409_length_4298_cov_7.001650	4298
metaspades	SRR6960797_NODE_432_length_4214_cov_368.836740	4214
metaspades	SRR6960797_NODE_443_length_4185_cov_97.620097	4185
metaspades	SRR6960797_NODE_620_length_3637_cov_17.760748	3637
metaspades	SRR6960797_NODE_647_length_3579_cov_331.749149	3579
metaspades	SRR7976299_NODE_44_length_4645_cov_11.170370	4645
metaspades	SRR7976299_NODE_54_length_4426_cov_56.695264	4426
metaspades	SRR7976299_NODE_63_length_4281_cov_310.900379	4281
metaspades	SRR7976299_NODE_75_length_4110_cov_61.206165	4110
metaspades	SRR7976299_NODE_76_length_4073_cov_11.004978	4073
metaspades	SRR7976299_NODE_78_length_4061_cov_51.700949	4061
metaspades	SRR7976299_NODE_83_length_4009_cov_16.055387	4009
metaspades	SRR7976299_NODE_85_length_3991_cov_7.536077	3991
metaspades	SRR7976299_NODE_104_length_3819_cov_8.555792	3819
metaspades	SRR7976299_NODE_109_length_3774_cov_485.389352	3774
metaspades	SRR7976299_NODE_112_length_3766_cov_184.583401	3766
metaspades	SRR7976299_NODE_118_length_3750_cov_30.182138	3750
metaspades	SRR7976299_NODE_128_length_3684_cov_364.300634	3684
metaspades	SRR7976299_NODE_130_length_3680_cov_10.107586	3680
metaspades	SRR7976299_NODE_152_length_3503_cov_11.535383	3503
metaspades	SRR7976300_NODE_874_length_4513_cov_28.319874	4513
metaspades	SRR7976300_NODE_941_length_4378_cov_14.798982	4378
metaspades	SRR7976300_NODE_1350_length_3790_cov_21.228380	3790
metaspades	SRR7976300_NODE_1365_length_3777_cov_66.226491	3777
metaspades	SRR7976300_NODE_1407_length_3717_cov_50.709175	3717
metaspades	SRR7976300_NODE_1546_length_3579_cov_11.122304	3579
metaspades	SRR7976300_NODE_1549_length_3575_cov_15.776420	3575
metaspades	SRR7976300_NODE_1561_length_3559_cov_9.446918	3559
metaspades	SRR7976300_NODE_1728_length_3406_cov_28.759475	3406
metaspades	SRR7976300_NODE_1744_length_3395_cov_12.125150	3395
metaspades	SRR7976300_NODE_1745_length_3394_cov_13.174903	3394
metaspades	SRR7976300_NODE_1828_length_3326_cov_7.463161	3326
metaspades	SRR7976301_NODE_560_length_4439_cov_246.382299	4439
metaspades	SRR7976301_NODE_639_length_4242_cov_23.901361	4242
metaspades	SRR7976301_NODE_647_length_4228_cov_23.422717	4228
metaspades	SRR7976301_NODE_648_length_4228_cov_19.360412	4228
metaspades	SRR7976301_NODE_657_length_4201_cov_1217.076942	4201
metaspades	SRR7976301_NODE_741_length_4010_cov_4.688496	4010
metaspades	SRR7976301_NODE_751_length_4001_cov_168.218449	4001
metaspades	SRR7976301_NODE_759_length_3982_cov_656.904507	3982
metaspades	SRR7976301_NODE_841_length_3850_cov_439.519631	3850
metaspades	SRR7976301_NODE_851_length_3831_cov_12.051642	3831
metaspades	SRR7976301_NODE_944_length_3660_cov_61.760055	3660
metaspades	SRR7976301_NODE_1078_length_3452_cov_109.188107	3452
metaspades	SRR7976301_NODE_1095_length_3429_cov_4.849140	3429
metaspades	SRR7976310_NODE_463_length_4681_cov_10.509944	4681
metaspades	SRR7976310_NODE_503_length_4535_cov_18.128795	4535
metaspades	SRR7976310_NODE_637_length_4155_cov_16.578293	4155
metaspades	SRR7976310_NODE_684_length_4038_cov_123.118755	4038
metaspades	SRR7976310_NODE_700_length_4008_cov_9.127245	4008
metaspades	SRR7976310_NODE_735_length_3913_cov_105.007517	3913
metaspades	SRR7976310_NODE_738_length_3904_cov_909.284749	3904
metaspades	SRR7976310_NODE_752_length_3885_cov_97.411488	3885
metaspades	SRR7976310_NODE_777_length_3827_cov_81.137063	3827
metaspades	SRR7976310_NODE_790_length_3809_cov_239.259989	3809
metaspades	SRR7976310_NODE_795_length_3796_cov_78.740978	3796
metaspades	SRR7976310_NODE_825_length_3741_cov_13.332881	3741
metaspades	SRR7976310_NODE_871_length_3650_cov_20.980250	3650
metaspades	SRR7976310_NODE_898_length_3618_cov_30.891384	3618
metaspades	SRR7976310_NODE_1024_length_3420_cov_10.773848	3420
metaspades	SRR7687334_NODE_1286_length_3796_cov_182877.528201	3796
metaspades	SRR7687334_NODE_1393_length_3660_cov_1010.758669	3660
metaspades	SRR7687308_NODE_1900_length_3771_cov_8.824273	3771
metaspades	SRR7963800_NODE_1691_length_3522_cov_45.282954	3522
metaspades	SRR5995670_NODE_206_length_4359_cov_29.900790	4359
metaspades	SRR5995670_NODE_295_length_3676_cov_46.530516	3676
metaspades	SRR5995670_NODE_296_length_3668_cov_84.316634	3668
metaspades	SRR5995670_NODE_325_length_3531_cov_14.105581	3531
metaspades	SRR5995670_NODE_372_length_3348_cov_9.982994	3348
metaspades	SRR5995670_NODE_410_length_3180_cov_3.845440	3180
rnaspades	SRR6960803_NODE_3048_length_4547_cov_4.196021_g1614_i0	4547
rnaspades	SRR6960803_NODE_3221_length_4423_cov_13.007586_g1715_i0	4423
rnaspades	SRR6960803_NODE_4123_length_3846_cov_26.151073_g2275_i0	3846
rnaspades	SRR6960803_NODE_4340_length_3734_cov_10.993718_g2406_i0	3734
rnaspades	SRR6960803_NODE_4352_length_3732_cov_7.367313_g2413_i0	3732
rnaspades	SRR6960803_NODE_4725_length_3556_cov_21.282802_g2655_i0	3556
rnaspades	SRR6960803_NODE_4852_length_3507_cov_6.226558_g2743_i0	3507
rnaspades	SRR6960803_NODE_4856_length_3506_cov_6.414798_g2745_i0	3506
rnaspades	SRR6960801_NODE_6389_length_3730_cov_24.380913_g3349_i0	3730
rnaspades	SRR6960799_NODE_860_length_4323_cov_12.634118_g561_i0	4323
rnaspades	SRR6960799_NODE_949_length_4161_cov_11.586840_g615_i0	4161
rnaspades	SRR6960799_NODE_984_length_4118_cov_14.845983_g637_i0	4118
rnaspades	SRR6960799_NODE_1002_length_4096_cov_16.569724_g646_i0	4096
rnaspades	SRR6960799_NODE_1040_length_4049_cov_30.205231_g671_i0	4049
rnaspades	SRR6960799_NODE_1053_length_4034_cov_166.325423_g683_i0	4034
rnaspades	SRR6960799_NODE_1059_length_4016_cov_27.330205_g688_i0	4016
rnaspades	SRR6960799_NODE_1063_length_4013_cov_8.797462_g689_i0	4013
rnaspades	SRR6960799_NODE_1065_length_4012_cov_5.383854_g691_i0	4012
rnaspades	SRR6960799_NODE_1085_length_3990_cov_4.000511_g703_i0	3990
rnaspades	SRR6960799_NODE_1123_length_3908_cov_348.514472_g729_i0	3908
rnaspades	SRR6960799_NODE_1158_length_3876_cov_5.912175_g753_i0	3876
rnaspades	SRR6960799_NODE_1162_length_3873_cov_14.280789_g756_i0	3873
rnaspades	SRR6960799_NODE_1190_length_3825_cov_17.156983_g777_i0	3825
rnaspades	SRR6960799_NODE_1201_length_3819_cov_5.295515_g787_i0	3819
rnaspades	SRR6960799_NODE_1259_length_3756_cov_279.453435_g729_i1	3756
rnaspades	SRR6960799_NODE_1269_length_3750_cov_9.888496_g828_i0	3750
rnaspades	SRR6960799_NODE_1282_length_3739_cov_6.624386_g840_i0	3739
rnaspades	SRR6960799_NODE_1313_length_3716_cov_6.175405_g861_i0	3716
rnaspades	SRR6960799_NODE_1318_length_3711_cov_27.138538_g865_i0	3711
rnaspades	SRR6960799_NODE_1333_length_3698_cov_6.720828_g872_i0	3698
rnaspades	SRR6960799_NODE_1336_length_3697_cov_3.903422_g874_i0	3697
rnaspades	SRR6960799_NODE_1347_length_3688_cov_5.159059_g882_i0	3688
rnaspades	SRR6960799_NODE_1384_length_3647_cov_4.419978_g907_i0	3647
rnaspades	SRR6960799_NODE_1413_length_3621_cov_8.234498_g929_i0	3621
rnaspades	SRR6960799_NODE_1439_length_3595_cov_7.280806_g948_i0	3595
rnaspades	SRR6960799_NODE_1450_length_3587_cov_4.418327_g955_i0	3587
rnaspades	SRR6960799_NODE_1464_length_3571_cov_5.351058_g968_i0	3571
rnaspades	SRR6960799_NODE_1466_length_3567_cov_19.108758_g969_i0	3567
rnaspades	SRR6960799_NODE_1503_length_3535_cov_14.919988_g995_i0	3535
rnaspades	SRR6960799_NODE_1612_length_3452_cov_8.232317_g1077_i0	3452
rnaspades	SRR6960799_NODE_1720_length_3359_cov_4.211808_g1152_i0	3359
rnaspades	SRR6960799_NODE_1741_length_3341_cov_4.985006_g1163_i0	3341
rnaspades	SRR6960799_NODE_1816_length_3294_cov_5.136604_g1214_i0	3294
rnaspades	SRR7976324_NODE_270_length_4758_cov_1151.593383_g193_i0	4758
rnaspades	SRR7976324_NODE_407_length_4161_cov_6.173190_g288_i0	4161
rnaspades	SRR7976357_NODE_2595_length_4266_cov_9.045075_g1524_i0	4266
rnaspades	SRR7976357_NODE_2605_length_4259_cov_23.213569_g1531_i0	4259
rnaspades	SRR7976357_NODE_2878_length_4061_cov_9.719910_g1690_i0	4061
rnaspades	SRR7976357_NODE_3338_length_3762_cov_5.206289_g1997_i0	3762
rnaspades	SRR7976357_NODE_3356_length_3753_cov_180.988043_g2006_i0	3753
rnaspades	SRR7976357_NODE_3378_length_3736_cov_8.220857_g2023_i0	3736
rnaspades	SRR7976357_NODE_3393_length_3727_cov_6.461959_g2033_i0	3727
rnaspades	SRR7976357_NODE_3490_length_3680_cov_13.022734_g2089_i0	3680
rnaspades	SRR7976357_NODE_3491_length_3680_cov_10.830607_g2089_i1	3680
rnaspades	SRR7976357_NODE_3558_length_3641_cov_147.143498_g2135_i0	3641
rnaspades	SRR7976357_NODE_3677_length_3577_cov_75.889555_g2212_i0	3577
rnaspades	SRR7976357_NODE_3766_length_3533_cov_338.515896_g2269_i0	3533
rnaspades	SRR7976357_NODE_3810_length_3509_cov_33.324214_g2297_i0	3509
rnaspades	SRR7976357_NODE_3834_length_3500_cov_6.870149_g2312_i0	3500
rnaspades	SRR7976357_NODE_3836_length_3499_cov_8.502919_g2314_i0	3499
rnaspades	SRR7976357_NODE_3951_length_3441_cov_17.002969_g2392_i0	3441
rnaspades	SRR7976357_NODE_4041_length_3399_cov_111.751052_g2457_i0	3399
rnaspades	SRR7976327_NODE_6427_length_3680_cov_15.494594_g3554_i0	3680
rnaspades	SRR7976323_NODE_1670_length_4508_cov_3.975874_g1233_i0	4508
rnaspades	SRR7976323_NODE_2333_length_3922_cov_156.943102_g1696_i0	3922
rnaspades	SRR7976323_NODE_2359_length_3905_cov_7.466336_g1719_i0	3905
rnaspades	SRR7976323_NODE_2435_length_3852_cov_550.841757_g1770_i0	3852
rnaspades	SRR7976323_NODE_2467_length_3828_cov_35.215180_g1794_i0	3828
rnaspades	SRR7976323_NODE_2514_length_3802_cov_24.776884_g1794_i1	3802
rnaspades	SRR7976323_NODE_2551_length_3779_cov_808.846735_g1854_i0	3779
rnaspades	SRR7976323_NODE_2632_length_3718_cov_13.627435_g1909_i0	3718
rnaspades	SRR7976323_NODE_2882_length_3553_cov_63.308908_g2103_i0	3553
rnaspades	SRR7976323_NODE_3165_length_3386_cov_12.853909_g2294_i0	3386
rnaspades	SRR7976326_NODE_121_length_4626_cov_137.360422_g82_i0	4626
rnaspades	SRR7976326_NODE_185_length_4002_cov_8.921100_g132_i0	4002
rnaspades	SRR7976326_NODE_190_length_3973_cov_15.653846_g137_i0	3973
rnaspades	SRR7976326_NODE_196_length_3933_cov_10.570466_g141_i0	3933
rnaspades	SRR7976326_NODE_197_length_3923_cov_7.543896_g142_i0	3923
rnaspades	SRR7976326_NODE_234_length_3760_cov_45.483049_g167_i0	3760
rnaspades	SRR7976326_NODE_254_length_3694_cov_8.250483_g180_i0	3694
rnaspades	SRR7976326_NODE_267_length_3648_cov_10.252867_g188_i0	3648
rnaspades	SRR7976326_NODE_292_length_3559_cov_4.505450_g208_i0	3559
rnaspades	SRR7976325_NODE_255_length_4616_cov_16.486022_g161_i0	4616
rnaspades	SRR7976325_NODE_315_length_4370_cov_1596.736328_g193_i0	4370
rnaspades	SRR7976325_NODE_351_length_4216_cov_4.072170_g217_i0	4216
rnaspades	SRR7976325_NODE_402_length_4026_cov_86.692386_g256_i0	4026
rnaspades	SRR7976325_NODE_405_length_4025_cov_22.995951_g258_i0	4025
rnaspades	SRR7976325_NODE_440_length_3927_cov_32.243124_g284_i0	3927
rnaspades	SRR7976325_NODE_447_length_3901_cov_15.234848_g289_i0	3901
rnaspades	SRR7976325_NODE_463_length_3859_cov_7.722134_g302_i0	3859
rnaspades	SRR7976325_NODE_467_length_3850_cov_6.680434_g305_i0	3850
rnaspades	SRR7976325_NODE_479_length_3809_cov_16.738490_g314_i0	3809
rnaspades	SRR7976325_NODE_481_length_3801_cov_9.524946_g316_i0	3801
rnaspades	SRR7976325_NODE_493_length_3766_cov_5.842405_g324_i0	3766
rnaspades	SRR7976325_NODE_495_length_3764_cov_10.558385_g325_i0	3764
rnaspades	SRR7976325_NODE_496_length_3763_cov_7.673171_g326_i0	3763
rnaspades	SRR7976325_NODE_504_length_3756_cov_5.786044_g330_i0	3756
rnaspades	SRR7976325_NODE_516_length_3724_cov_18.876746_g337_i0	3724
rnaspades	SRR7976325_NODE_554_length_3646_cov_13.761825_g368_i0	3646
rnaspades	SRR7976325_NODE_559_length_3627_cov_3191.310636_g193_i1	3627
rnaspades	SRR7976325_NODE_593_length_3558_cov_52.923386_g394_i0	3558
rnaspades	SRR7976325_NODE_603_length_3540_cov_8.134122_g400_i0	3540
rnaspades	SRR7976325_NODE_622_length_3512_cov_6.355336_g412_i0	3512
rnaspades	SRR7976325_NODE_642_length_3486_cov_10.255787_g425_i0	3486
rnaspades	SRR7976325_NODE_1493_length_2552_cov_1364.624849_g981_i0	2552
rnaspades	SRR6960802_NODE_1552_length_4164_cov_13.392080_g991_i0	4164
rnaspades	SRR6960802_NODE_1919_length_3815_cov_18.517370_g1232_i1	3815
rnaspades	SRR6960802_NODE_1936_length_3800_cov_16.524282_g1246_i0	3800
rnaspades	SRR6960802_NODE_2308_length_3509_cov_36.163271_g1499_i0	3509
rnaspades	SRR6960802_NODE_3441_length_2963_cov_28.189965_g2207_i0	2963
rnaspades	SRR7976356_NODE_2681_length_3919_cov_75.134165_g1558_i0	3919
rnaspades	SRR7976356_NODE_2682_length_3919_cov_34.766511_g1559_i0	3919
rnaspades	SRR7976356_NODE_2782_length_3852_cov_11.458058_g1619_i0	3852
rnaspades	SRR7976356_NODE_2848_length_3811_cov_8.208935_g1658_i0	3811
rnaspades	SRR7976356_NODE_2927_length_3765_cov_6.407638_g1713_i0	3765
rnaspades	SRR7976356_NODE_3066_length_3659_cov_20.447295_g1800_i0	3659
rnaspades	SRR7976356_NODE_3146_length_3607_cov_72.753820_g1860_i0	3607
rnaspades	SRR7976356_NODE_3274_length_3533_cov_15.945954_g1946_i0	3533
rnaspades	SRR7976356_NODE_3479_length_3429_cov_5.150775_g2089_i0	3429
rnaspades	SRR7976356_NODE_3509_length_3417_cov_18.290969_g2108_i0	3417
rnaspades	SRR7976356_NODE_4439_length_3034_cov_11301.835191_g1811_i1	3034
rnaspades	SRR7473382_NODE_287_length_4150_cov_434.008339_g165_i0	4150
rnaspades	SRR6050738_NODE_144_length_4027_cov_24.704603_g96_i0	4027
rnaspades	SRR6050738_NODE_146_length_4008_cov_21.759593_g98_i0	4008
rnaspades	SRR6050738_NODE_157_length_3912_cov_13.555092_g105_i0	3912
rnaspades	SRR6050738_NODE_207_length_3545_cov_4.497408_g140_i0	3545
rnaspades	SRR5208570_NODE_171_length_4204_cov_5.975309_g92_i0	4204
rnaspades	SRR5208570_NODE_195_length_4004_cov_12.207835_g105_i0	4004
rnaspades	SRR5208570_NODE_207_length_3975_cov_58.493849_g110_i0	3975
rnaspades	SRR5208570_NODE_314_length_3509_cov_9.280268_g152_i0	3509
rnaspades	SRR5208572_NODE_69_length_4309_cov_39.160057_g31_i0	4309
rnaspades	SRR5208572_NODE_161_length_3569_cov_144.711957_g61_i0	3569
rnaspades	SRR5208575_NODE_156_length_3605_cov_8.187712_g84_i0	3605
rnaspades	SRR5467137_NODE_122_length_3557_cov_19.882893_g59_i0	3557
rnaspades	SRR5467139_NODE_200_length_3819_cov_8.258409_g106_i0	3819
rnaspades	SRR5467139_NODE_204_length_3784_cov_14.983562_g109_i0	3784
rnaspades	SRR5467139_NODE_220_length_3679_cov_10.275652_g119_i0	3679
rnaspades	SRR5467139_NODE_221_length_3677_cov_10.569090_g120_i0	3677
rnaspades	SRR5467140_NODE_92_length_4048_cov_26.580629_g35_i0	4048
rnaspades	SRR6050482_NODE_27_length_4315_cov_8.529231_g12_i0	4315
rnaspades	SRR6050643_NODE_18_length_3974_cov_6.852602_g11_i0	3974
rnaspades	SRR6050698_NODE_237_length_4026_cov_24.008348_g129_i0	4026
rnaspades	SRR6050698_NODE_263_length_3906_cov_197.885729_g141_i0	3906
rnaspades	SRR6050716_NODE_110_length_3506_cov_100.739004_g28_i0	3506
rnaspades	SRR6960507_NODE_1248_length_4376_cov_20.232164_g964_i0	4376
rnaspades	SRR6960507_NODE_1261_length_4350_cov_8.692775_g975_i0	4350
rnaspades	SRR6960507_NODE_1509_length_4052_cov_16.067354_g1180_i0	4052
rnaspades	SRR6960507_NODE_1518_length_4043_cov_4.819899_g1189_i0	4043
rnaspades	SRR6960507_NODE_1520_length_4040_cov_7.488782_g1190_i0	4040
rnaspades	SRR6960507_NODE_1690_length_3870_cov_14.835660_g1328_i0	3870
rnaspades	SRR6960507_NODE_1782_length_3798_cov_49.430604_g1404_i0	3798
rnaspades	SRR6960507_NODE_1791_length_3785_cov_384.543912_g1412_i0	3785
rnaspades	SRR6960507_NODE_1827_length_3757_cov_5.582790_g1442_i0	3757
rnaspades	SRR6960507_NODE_1860_length_3730_cov_5.320208_g1468_i0	3730
rnaspades	SRR6960507_NODE_1909_length_3695_cov_4.101601_g1502_i0	3695
rnaspades	SRR6960507_NODE_1915_length_3690_cov_12.544097_g1507_i0	3690
rnaspades	SRR6960507_NODE_1981_length_3642_cov_24.923228_g1564_i0	3642
rnaspades	SRR6960507_NODE_2022_length_3617_cov_19.962754_g1597_i0	3617
rnaspades	SRR6960507_NODE_2130_length_3547_cov_19.761658_g1685_i0	3547
